Benchmark,Input Size,Threads,cycles,instructions,ins_per_cycle,cache_references,cache_misses,cache_misses_percent,branches_instructions,branch_misses,bus_cycles,ref_cycles,alignment_faults,bpf_output,cpu_clock,cpu_migrations,dummy,emulation_faults,major_faults,minor_faults,page_faults,LLC_loads,LLC_load_misses,LLC_misses_percent,LLC_stores,LLC_store_misses,LLC_store_misses_percent,time,user_time,sys_time
swaptions,simsmall,12,1594425190,1980218513,1.24,22924132,537275,2.344,378200532,5743625,56969975,1364888857,0,0,999.36,13,0,0,0,69413,69413,4086473,289884,0.07093745633459465,3100102,233322,0.07526268490520635,0.044,0.435,0.043
swaptions,simsmall,13,1368434676,1559979134,1.14,19982277,1680944,8.412,342818543,6777625,89872072,2007552296,0,0,1116.67,14,0,0,0,68493,68493,5086087,113424,0.022300837559404707,3300704,179980,0.054527761350305876,0.052,0.546,0.058
swaptions,simsmall,14,2243489693,3387105925,1.51,14367955,1350644,9.400,516854953,8344788,96144824,1944908881,0,0,1339.58,13,0,0,0,70127,70127,5136046,256211,0.04988487252645323,3523938,101171,0.028709642451144147,0.067,0.677,0.151
swaptions,simsmall,15,1503528488,1650687101,1.10,19905740,1556753,7.821,362543269,7180817,90164707,2011117327,0,0,1129.96,15,0,0,0,69693,69695,5414733,236154,0.0436132307908811,2116594,192812,0.09109541083457669,0.046,0.553,0.061
swaptions,simsmall,16,1497424374,1879001422,1.25,18320815,2211562,12.071,375473209,7889560,98483578,2001159712,0,0,1178.47,23,0,0,0,70178,70178,6182653,273042,0.04416259492486478,1886983,285871,0.15149633038559435,0.047,0.626,0.038
swaptions,simmedium,1,2997570452,6359642019,2.12,19324456,223330,1.156,997675709,15867136,146069524,3203384656,0,0,1658.48,6,0,0,0,69795,69795,4898130,48330,0.009867030887297805,2882054,24116,0.00836764335435769,1.141,1.141,0.000
swaptions,simmedium,2,3052501805,6135792572,2.01,23028064,646352,2.807,996548628,14918018,142643073,3145198300,0,0,1673.32,10,0,0,0,69327,69327,4493537,40950,0.009113088420102026,2858148,22527,0.00788167722595191,0.579,1.147,0.008
swaptions,simmedium,3,2930177153,5991625592,2.04,19410305,186800,0.962,970525605,14564574,144329916,3273435199,0,0,1711.10,4,0,0,0,69037,69037,5548246,65507,0.011806794435574775,3656205,30361,0.008303965450514946,0.401,1.194,0.000
swaptions,simmedium,4,2900270844,6101708037,2.10,16767472,202124,1.205,998590771,15386839,147867192,3304747612,0,0,1684.34,12,0,0,0,70267,70267,5698362,144116,0.025290776542452025,3405398,31988,0.009393322014049459,0.294,1.163,0.000
swaptions,simmedium,5,3194039357,6016437866,1.88,22258037,292195,1.313,1030831422,14261503,155965278,3464047595,0,0,1788.62,9,0,0,1,69674,69675,4959268,99654,0.020094497817016544,3981866,40631,0.010204009878785473,0.256,1.247,0.016
swaptions,simmedium,6,3571098468,6549526437,1.83,26053810,2392361,9.182,963457443,14550034,158430251,3567722067,0,0,1888.00,14,0,0,0,69431,69431,5159743,458811,0.08892128929677312,4511539,376504,0.08345356207715372,0.230,1.343,0.020
swaptions,simmedium,7,3424917902,6342829213,1.85,28749414,1070854,3.725,1047506794,14636913,142997951,3213702544,0,0,1810.24,9,0,0,1,69144,69145,4585120,272711,0.05947739644763932,3556135,201909,0.056777653266819175,0.187,1.272,0.016
swaptions,simmedium,8,2741294283,5849712937,2.13,20875228,319217,1.529,1005090728,14485428,146999663,3245220865,0,0,1690.23,6,0,0,1,70064,70065,4161773,109764,0.026374336130298312,2968354,38165,0.012857293975044756,0.150,1.156,0.016
swaptions,simmedium,9,3595587255,6598912324,1.84,23717500,2710900,11.430,1042361732,13965700,175919329,3895832764,0,0,2000.33,6,0,0,0,70101,70101,6456608,528824,0.08190430640980527,4376536,390806,0.08929573525729025,0.171,1.415,0.072
swaptions,simmedium,10,3344131845,5650722898,1.69,22033478,1990588,9.034,1034011311,16062234,182956852,4110010473,0,0,2078.84,21,0,0,0,69502,69502,5740329,342880,0.059731767987514305,3221715,250828,0.07785542793201758,0.163,1.425,0.138
swaptions,simmedium,11,2464393338,5045455005,2.05,19651579,1753311,8.922,875237597,13375752,143827770,3297821897,0,0,1760.98,16,0,0,0,69139,69139,4695793,307433,0.06546987910242211,4283243,63586,0.01484529362448033,0.117,1.194,0.047
swaptions,simmedium,12,2937495797,5227297362,1.78,25575910,4235840,16.562,985089138,15689992,171771123,3829053947,0,0,1931.71,9,0,0,1,69381,69382,5810041,530325,0.09127732489323225,5412763,641663,0.1185462951176691,0.122,1.396,0.020
swaptions,simmedium,13,3395166158,6173595516,1.82,23955545,2543752,10.619,1119619497,15920059,180710628,4014310869,0,0,2034.03,21,0,0,0,68820,68820,7069968,522045,0.07383979672892438,5371828,432150,0.08044747523561811,0.121,1.492,0.024
swaptions,simmedium,14,3214891304,5089987468,1.58,25770140,2910964,11.296,975727335,14493911,185384396,4201851286,0,0,2131.59,19,0,0,3,69517,69524,5422269,382784,0.0705948008112471,5048056,383395,0.0759490386002057,0.121,1.492,0.127
swaptions,simmedium,15,4465365721,6648146801,1.49,21337345,3480313,16.311,1037778963,14569959,248441245,5551067625,0,0,2705.24,23,0,0,0,69824,69824,7903640,536977,0.06794046793629265,3480096,292027,0.0839134897428117,0.157,2.001,0.200
swaptions,simmedium,16,4607149835,7518101229,1.63,29018769,4456932,15.359,1207577732,16896418,215823995,4084444165,0,0,2403.70,31,0,0,3,69232,69236,7168049,825397,0.11514946396153262,2859044,665713,0.23284461519305055,0.126,1.762,0.130
swaptions,simlarge,1,10422230208,23994456636,2.30,23873132,339867,1.424,3617217212,49993108,482515921,10630339341,0,0,5051.43,1,0,0,0,68850,68850,5027318,48371,0.0096216312554726,2788503,41343,0.014826234721640966,4.540,4.534,0.004
swaptions,simlarge,2,10549260360,24028012564,2.28,23362876,573692,2.456,3654190086,50383488,485609777,10758796718,0,0,5116.89,10,0,0,0,69401,69401,6093790,163162,0.02677512680942402,3681668,49953,0.013568034923301069,2.303,4.596,0.004
swaptions,simlarge,3,10888932197,24451159213,2.25,26086563,564650,2.165,3688976273,44818909,493095968,10886586503,0,0,5233.72,26,0,0,0,68951,68951,6107015,112260,0.018382139228411917,3883497,91263,0.023500211278649114,1.578,4.688,0.028
swaptions,simlarge,4,10693167726,24301983497,2.27,22214553,332117,1.495,3658575760,47957380,482951627,10703014127,0,0,5132.56,13,0,0,0,69957,69957,5068032,101987,0.020123590379855533,6132238,89686,0.014625329284349368,1.156,4.598,0.012
swaptions,simlarge,5,10644256172,24460644965,2.30,22724192,243116,1.070,3676931456,45190591,497045262,10731852550,0,0,5184.49,5,0,0,0,70015,70015,7518872,84246,0.01120460622284832,3670294,25512,0.00695094180466197,0.936,4.651,0.012
swaptions,simlarge,6,11025932015,24478915957,2.22,25318550,2413424,9.532,3719044980,47629722,495628043,11012394860,0,0,5306.05,18,0,0,1,68892,68893,7422195,522899,0.07045072246148208,4934762,441277,0.08942214437089367,0.802,4.762,0.024
swaptions,simlarge,7,11624370549,24324495013,2.09,34275289,6423714,18.742,3740536684,46076786,536196139,11801369546,0,0,5624.46,19,0,0,1,69536,69537,7673072,869943,0.11337610281775018,4915869,720157,0.14649637734447357,0.735,5.011,0.099
swaptions,simlarge,8,11546869870,24432950611,2.12,28525127,4068035,14.261,3712906125,48953477,550268625,12186240547,0,0,5755.86,14,0,0,0,69612,69612,8055553,951956,0.1181738857655086,5348513,982294,0.18365740159928565,0.666,5.127,0.120
swaptions,simlarge,9,11526865550,23976727986,2.08,31283443,4512981,14.426,3695971512,45142366,546478752,12055365783,0,0,5696.84,16,0,0,0,68940,68940,6948851,641676,0.09234274846301928,5798197,549899,0.09483965446500006,0.584,5.110,0.080
swaptions,simlarge,10,11450500732,23771182169,2.08,34917315,7391178,21.168,3706905958,44525417,547669520,12060995293,0,0,5712.58,21,0,0,2,69269,69271,8552247,1063718,0.12437877437356522,4763490,1077512,0.22620221728186687,0.524,5.095,0.100
swaptions,simlarge,11,14696977275,25787025023,1.75,51114028,14017717,27.424,4025509161,50757710,683667436,15032585629,0,0,7183.99,34,0,0,4,68970,68974,10066025,1863397,0.1851174619574261,8604147,1942913,0.2258112280043565,0.624,6.352,0.334
swaptions,simlarge,12,11948554487,23987646305,2.01,39615034,7335770,18.518,3794807781,51209167,571126678,12610259976,0,0,5949.93,27,0,0,6,69650,69656,7815117,1152271,0.1474412987035255,7906409,959881,0.12140543197297281,0.459,5.317,0.115
swaptions,simlarge,13,10975129846,24575004369,2.24,29051362,3007867,10.354,3516218748,47287299,489419511,10935166279,0,0,5290.23,29,0,0,8,69860,69868,6975480,761390,0.10915234507159365,4620717,421755,0.09127479566482864,0.372,4.764,0.008
swaptions,simlarge,14,11158838349,23303758775,2.09,36311889,10698778,29.464,3636634472,44596416,546242281,12216455596,0,0,5775.18,26,0,0,5,69588,69593,9131053,1409666,0.15438153737580979,7367152,1618894,0.21974488920548946,0.381,5.232,0.028
swaptions,simlarge,15,12632947818,25419028552,2.01,40100376,5420243,13.517,3777212813,49252658,563426501,12508390598,0,0,6160.38,40,0,0,8,69667,69679,7840908,1015594,0.1295250499049345,5446902,720897,0.13234991193158974,0.384,5.482,0.168
swaptions,simlarge,16,9728666177,22611281381,2.32,21920280,417168,1.903,3563399120,43196886,486903628,10912373750,0,0,5239.63,36,0,0,8,68760,68768,7521001,470637,0.06257637779864675,2839987,63841,0.022479328250446216,0.301,4.701,0.028
vips,simsmall,1,1695800058,3751075646,2.21,29182525,794519,2.723,527335259,5822378,87338367,1961639318,0,0,1132.70,15,0,0,0,71121,71121,6828455,128471,0.018814065553628162,3188614,19629,0.006155966197225503,0.571,0.572,0.008
vips,simsmall,2,1777018644,3772805490,2.12,29846823,664706,2.227,520526988,5363362,88171019,1966160433,0,0,1119.85,13,0,0,0,72005,72005,6850695,62804,0.009167537016317322,3632598,35722,0.009833733322542159,0.301,0.564,0.020
vips,simsmall,3,1744054840,3648259748,2.09,28868570,743450,2.575,524284831,4950365,87645859,1956080532,0,0,1126.67,11,0,0,0,71829,71829,6948050,92578,0.013324314016162808,3361771,63822,0.01898463637172193,0.211,0.566,0.020
vips,simsmall,4,1770499126,3912690950,2.21,27397437,408360,1.491,467209995,5289622,86394376,1921229764,0,0,1121.67,9,0,0,0,72620,72620,6553370,241379,0.03683280510638038,4160812,28973,0.006963304278107254,0.166,0.579,0.008
vips,simsmall,5,1791515068,3826074806,2.14,27884358,807774,2.897,448393708,4334870,81268272,1882130120,0,0,1128.35,18,0,0,5,72517,72522,6882377,130470,0.018957113218296528,3636984,41377,0.011376734129157566,0.140,0.577,0.016
vips,simsmall,6,1349244982,3264585144,2.42,22383651,366613,1.638,457660195,4732744,81871773,1897382005,0,0,1132.50,22,0,0,0,73633,73633,7344223,169039,0.023016594131196725,4534404,60160,0.013267454774651752,0.123,0.576,0.020
vips,simsmall,7,1445141209,3107285263,2.15,26020697,547692,2.105,497037139,5062147,86833034,2019448273,0,0,1136.55,12,0,0,0,74376,74376,7098991,224781,0.0316637956013749,4361234,76174,0.017466157514134762,0.111,0.554,0.050
vips,simsmall,8,1374196913,3055948769,2.22,26058688,632854,2.429,427087226,5212885,80513955,1866974970,0,0,1155.16,24,0,0,1,74607,74608,5672201,172134,0.030346949975855932,4509414,87571,0.019419596426497987,0.103,0.572,0.044
vips,simsmall,9,1640179019,3650280794,2.23,28605075,922868,3.226,547998981,5876593,93300412,2048862162,0,0,1153.98,20,0,0,0,75246,75246,7165101,91503,0.012770650406742348,3466236,59190,0.01707615984601164,0.096,0.590,0.028
vips,simsmall,10,1583547094,3852594358,2.43,25183743,418395,1.661,518874952,5062813,95719456,2176109038,0,0,1156.20,14,0,0,1,75557,75558,8000876,219314,0.027411248468292723,3358239,26714,0.007954764386930173,0.092,0.575,0.045
vips,simsmall,11,1494249551,3297885760,2.21,24481748,580344,2.371,419345059,4772861,83283249,1982405936,0,0,1194.13,17,0,0,0,75169,75169,7467359,118632,0.015886741216004214,4041321,46647,0.011542512955541023,0.088,0.620,0.045
vips,simsmall,12,1761858762,3900176788,2.21,29045066,551690,1.899,521998420,5767184,100656769,1721048264,0,0,1210.21,24,0,0,0,76734,76734,6049082,188820,0.031214653727623463,3733803,29888,0.008004707264952114,0.086,0.636,0.040
vips,simsmall,13,1737572125,3549540121,2.04,26257563,528317,2.012,452269704,4540441,83158369,1988999829,0,0,1212.48,23,0,0,0,76714,76714,6896127,130458,0.01891757503885877,4967905,106388,0.02141506329126664,0.083,0.630,0.052
vips,simsmall,14,1583415948,3792466820,2.40,24751050,595346,2.405,531597576,5313677,98868979,2285910711,0,0,1264.38,38,0,0,0,77205,77205,7155561,275993,0.03857042096349958,4470407,64842,0.014504719592645592,0.085,0.636,0.094
vips,simsmall,15,2195037404,3981838166,1.81,30467481,902558,2.962,541181382,5800187,84333365,2038833924,0,0,1347.53,45,0,0,1,77139,77140,6787594,282477,0.04161666122045603,3681964,143597,0.03900010972404945,0.088,0.768,0.047
vips,simsmall,16,2310002770,3963770292,1.72,30244123,640190,2.117,545672855,5162835,89764514,2107333238,0,0,1395.30,35,0,0,0,77133,77133,7137824,208517,0.029212964623392228,4359134,135222,0.031020381571201988,0.088,0.797,0.076
vips,simmedium,1,4385552628,11415016691,2.60,55089678,1138067,2.066,1306080575,7186204,205784585,4563776685,0,0,2331.34,10,0,0,0,73871,73871,9632710,227094,0.023575297086697304,7245892,106676,0.014722272978951383,1.752,1.740,0.040
vips,simmedium,2,4297142464,11378141559,2.65,52409657,1151460,2.197,1315785238,8167887,210056594,4687496119,0,0,2344.78,11,0,0,0,73607,73607,10744780,242926,0.02260874582820681,5802038,110005,0.01895971725797039,0.893,1.748,0.036
vips,simmedium,3,4095521261,11007231316,2.69,52780164,1030786,1.953,1267901890,8415569,206754399,4636004863,0,0,2352.29,13,0,0,0,74105,74105,10897526,397583,0.036483785402301405,5427500,45494,0.00838212805158913,0.607,1.730,0.060
vips,simmedium,4,4478174891,11678683348,2.61,54735347,1495766,2.733,1314998325,7344829,203989420,4553820190,0,0,2352.50,11,0,0,0,73979,73979,10740292,374007,0.03482279625172202,6725764,156332,0.023243753423402902,0.463,1.765,0.032
vips,simmedium,5,4428143518,11621038252,2.62,55506032,965017,1.739,1324112793,8365295,210788470,4468836799,0,0,2361.74,12,0,0,1,74736,74737,10541117,447393,0.04244265574511696,6494556,91345,0.014064856781587533,0.379,1.760,0.044
vips,simmedium,6,4121944201,10922972197,2.65,50229803,1394177,2.776,1271313202,7853591,213763671,4836241990,0,0,2410.92,14,0,0,1,75337,75338,11680240,230513,0.019735296535002705,5572409,119447,0.02143543304161629,0.329,1.794,0.060
vips,simmedium,7,4068758149,10683478020,2.63,52099552,1119073,2.148,1268337995,7403164,208722791,4719672180,0,0,2380.02,12,0,0,3,75246,75249,10889954,221977,0.020383649003476046,5759676,87598,0.015208841608451587,0.283,1.777,0.052
vips,simmedium,8,4666644546,11724340803,2.51,59092668,2581074,4.368,1288200673,7866344,209143332,4656437534,0,0,2476.42,40,0,0,0,76333,76333,10225287,471139,0.04607587053546761,5576553,295346,0.05296210759585716,0.263,1.868,0.040
vips,simmedium,9,3904012960,10454699010,2.68,49959798,1219787,2.442,1228415763,7462086,208090260,4717069122,0,0,2385.19,18,0,0,11,77298,77309,11531791,269928,0.02340729206764153,5780680,62025,0.01072970653971505,0.228,1.744,0.080
vips,simmedium,10,4568636708,10743896680,2.35,57285056,2567770,4.482,1275160274,9087720,238610988,5375360137,0,0,2670.73,57,0,0,3,77130,77133,11124530,584783,0.052566984852393764,5764152,291009,0.05048600383889946,0.239,2.054,0.064
vips,simmedium,11,4568182542,12151979934,2.66,57167752,1608169,2.813,1351527952,8812728,201991236,4189985315,0,0,2408.71,18,0,0,5,78236,78241,10787068,450752,0.041786331559233704,7234633,188294,0.026026752151767755,0.195,1.782,0.068
vips,simmedium,12,4208247379,10725195884,2.55,53512597,1242758,2.322,1268059901,8158442,230799157,5192315389,0,0,2562.84,27,0,0,1,78082,78083,11615669,410081,0.035304122388473705,6271481,80362,0.01281387920971139,0.195,1.930,0.080
vips,simmedium,13,5095312906,11934015837,2.34,59280300,1194965,2.016,1331448307,8278557,243529205,4789515598,0,0,2683.83,22,0,0,1,78636,78637,11235188,420535,0.03743017028286487,6895043,192670,0.02794326300793193,0.194,2.022,0.112
vips,simmedium,14,5063874907,11583664166,2.29,61305373,1600979,2.611,1323442013,8176224,247601731,4856632315,0,0,2716.82,29,0,0,3,79666,79669,10375174,347883,0.033530329226285745,6057750,109190,0.01802484420783294,0.185,2.059,0.111
vips,simmedium,15,5267279381,11760103599,2.23,61995289,1673762,2.700,1327843691,7797498,257742788,5431315812,0,0,2844.89,35,0,0,0,79612,79612,11395336,414068,0.0363366205261521,6596280,157904,0.023938341004323647,0.186,2.216,0.088
vips,simmedium,16,5691381607,11664866981,2.05,64054149,1896258,2.960,1343149324,8283561,283412254,6004419620,0,0,3059.80,47,0,0,2,79623,79625,11748542,321529,0.027367566120119417,5995328,134571,0.02244597793481858,0.190,2.395,0.120
vips,simlarge,1,11241271600,31881296392,2.84,118550909,2740985,2.312,3399515739,14193556,526645742,11520939278,0,0,5512.83,26,0,0,0,78708,78708,19471032,821582,0.04219509268948867,10995666,150802,0.013714676309738764,4.834,4.793,0.112
vips,simlarge,2,11363207653,32360881001,2.85,120678628,2761978,2.289,3416924842,14117318,526518628,11558841843,0,0,5523.56,38,0,0,0,77431,77431,18927371,907765,0.047960437823086996,10621377,153386,0.014441253709382504,2.434,4.802,0.109
vips,simlarge,3,11445171460,32201714762,2.81,123463373,2556317,2.071,3420765847,14731936,524838339,11514119274,0,0,5524.87,23,0,0,1,78345,78346,19231478,898090,0.04669895886317214,11155833,247595,0.022194218934614745,1.633,4.776,0.136
vips,simlarge,4,11507279565,32582002360,2.83,120262720,3051163,2.537,3422655723,14359420,517551486,11442564162,0,0,5547.67,39,0,0,0,80118,80118,19632657,967586,0.04928451609988398,12910306,394753,0.03057657967208523,1.238,4.816,0.117
vips,simlarge,5,11284305252,31825353575,2.82,122806647,2796850,2.277,3431789180,14542733,523815172,11526928320,0,0,5536.66,23,0,0,0,76862,76862,18700385,618790,0.033089693073164,11528241,202008,0.01752288141790235,0.996,4.764,0.163
vips,simlarge,6,11256624882,31904013273,2.83,120344929,2762706,2.296,3439256008,15037220,528555738,11610785714,0,0,5565.28,39,0,0,5,78103,78108,19931702,850809,0.042686219169843095,12174129,211265,0.017353602873766163,0.838,4.828,0.121
vips,simlarge,7,11495080113,32427251225,2.82,123205576,2827441,2.295,3451973037,14619895,523876182,11279045505,0,0,5563.73,18,0,0,4,78840,78844,19918370,825936,0.041466043657186806,12995942,238397,0.018343956905932636,0.724,4.844,0.108
vips,simlarge,8,11020777984,31080453383,2.82,119127221,3054459,2.564,3400362789,15001809,536222167,11824267691,0,0,5597.75,25,0,0,6,79005,79011,20628935,1000432,0.04849654138713414,12468496,354763,0.02845275003496813,0.642,4.861,0.128
vips,simlarge,9,11514273299,32321571796,2.81,125132002,3294163,2.633,3442690539,14082759,514473315,11440023423,0,0,5595.56,28,0,0,2,79944,79946,19186837,767538,0.04000336272205784,11502531,249357,0.021678446248047496,0.577,4.869,0.113
vips,simlarge,10,11331533716,31935449680,2.82,124794375,3562917,2.855,3420842448,15160829,539506094,11872811334,0,0,5637.46,27,0,0,12,80302,80314,20658784,1010170,0.048897844132549134,11247483,313310,0.02785601009576987,0.525,4.889,0.144
vips,simlarge,11,11588497350,32406141951,2.80,123563173,4675971,3.784,3444169207,13941267,513797069,11414213975,0,0,5626.12,33,0,0,4,81301,81305,20157176,1033637,0.051278859697409994,13800347,568690,0.04120838410802279,0.481,4.888,0.124
vips,simlarge,12,12117698189,32602871941,2.69,130848350,4125820,3.153,3457998333,15905458,561328259,11756386929,0,0,5895.09,63,0,0,9,81675,81684,19301799,900921,0.046675493823140526,10952091,394589,0.0360286451235659,0.465,5.100,0.191
vips,simlarge,13,12457702579,32413016033,2.60,128149313,3857717,3.010,3458578387,14724754,581474727,12388843902,0,0,6117.33,44,0,0,7,81857,81864,21769640,880173,0.040431215215318214,11680353,394727,0.03379409851739926,0.449,5.300,0.211
vips,simlarge,14,12592777237,31308579833,2.49,123607746,4212823,3.408,3331468417,14696510,595925771,13257942532,0,0,6397.82,54,0,0,9,81727,81736,20678801,745174,0.03603564829508248,11722927,420796,0.03589513096857125,0.442,5.569,0.231
vips,simlarge,15,14192227329,32861826391,2.32,130556493,4710313,3.608,3352464809,14253113,631897148,14063163943,0,0,6806.52,50,0,0,11,82411,82422,22267242,850100,0.03817715727884037,12188444,523472,0.04294822210283774,0.442,6.040,0.164
vips,simlarge,16,14390538922,32648503209,2.27,137642683,5456493,3.964,3459520800,14566926,662962846,13780472374,0,0,6922.43,56,0,0,16,83885,83901,20527771,971979,0.04734946624258425,11745924,567568,0.048320421620299946,0.425,6.094,0.235
x264,simsmall,1,537760611,673779515,1.25,12579228,359009,2.854,177159950,3878149,32886672,743044118,0,0,537.75,3,0,0,0,69400,69401,3626939,27449,0.007568089785904864,1644296,15771,0.009591338785717413,0.187,0.002,0.000
x264,simsmall,2,478206973,585265909,1.22,13117593,354247,2.701,165666960,3991224,34545014,775631499,0,0,531.67,9,0,0,0,69027,69028,3772139,30264,0.008023034145878506,1709364,27983,0.016370416131379857,0.191,0.002,0.000
x264,simsmall,3,660887470,770506090,1.17,15725335,242684,1.543,162626540,3421943,28004532,621431904,0,0,528.35,8,0,0,0,69680,69681,3002372,51299,0.017086157211697952,1740289,16729,0.009612771212137754,0.188,0.002,0.000
x264,simsmall,4,569124561,745012000,1.31,15773399,245282,1.555,170100858,3726380,28731441,621865856,0,0,527.54,8,0,0,0,69043,69044,3093772,44366,0.014340423276181955,1881774,15875,0.008436188405196374,0.187,0.001,0.002
x264,simsmall,5,545716466,691296162,1.27,13771564,99721,0.724,158325673,3398476,28139994,660908437,0,0,527.36,4,0,0,0,69042,69043,3524373,111607,0.03166719300142181,2057965,19150,0.009305308885233714,0.187,0.002,0.000
x264,simsmall,6,518948637,629840899,1.21,13397039,271632,2.028,153953665,3487057,30854910,712137376,0,0,536.86,12,0,0,0,70046,70047,3667364,71206,0.019416125587751857,1872889,23121,0.012345098935388056,0.188,0.002,0.000
x264,simsmall,7,562733709,664086109,1.18,13675690,327125,2.392,168865344,3688951,30656267,697804469,0,0,526.20,7,0,0,0,69027,69028,3509082,25085,0.007148593278811952,1799674,39340,0.021859514556525236,0.188,0.002,0.000
x264,simsmall,8,649009401,729333893,1.12,14586597,370631,2.541,151999296,3106469,26452622,619767330,0,0,535.13,10,0,0,0,69350,69351,3027156,49899,0.01648378874428672,2008036,48641,0.024223171297725738,0.190,0.002,0.000
x264,simsmall,9,589557315,756801957,1.28,14896401,300107,2.015,163227410,3569030,29309627,646792196,0,0,529.39,1,0,0,0,69647,69648,3114702,25365,0.008143636213030974,1989013,16419,0.008254848007529363,0.188,0.002,0.001
x264,simsmall,10,484554223,618124303,1.28,11944878,283859,2.376,161531450,3870469,35454121,805355431,0,0,527.63,5,0,0,0,69370,69371,3788299,26473,0.00698809676849689,1885296,11590,0.0061475757652909675,0.187,0.002,0.000
x264,simsmall,11,526388892,649553002,1.23,13788640,350713,2.543,169456998,3783294,31709742,740781641,0,0,539.62,7,0,0,0,70197,70198,3529700,60890,0.017250757854775194,1847170,23285,0.01260576990748009,0.190,0.002,0.000
x264,simsmall,12,485704554,626759248,1.29,12571608,178720,1.422,177725610,4096813,34924275,806278262,0,0,531.87,10,0,0,0,69700,69701,3758910,53918,0.01434405186609948,1768378,17340,0.00980559586242308,0.190,0.000,0.002
x264,simsmall,13,532203177,646504699,1.21,12686708,168940,1.332,160372354,3606309,31034264,766375698,0,0,545.50,22,0,0,0,69034,69035,3713863,183013,0.04927833902327577,1984447,36854,0.018571420652705766,0.194,0.002,0.000
x264,simsmall,14,530652475,657766637,1.24,13084751,150811,1.153,150682413,3726234,34106189,775291616,0,0,540.82,9,0,0,0,69796,69797,3763071,101407,0.026947936937676702,2158473,14305,0.006627370367848011,0.188,0.002,0.000
x264,simsmall,15,648200041,774335395,1.19,15633978,344593,2.204,161450722,3475716,29623192,639974217,0,0,535.38,7,0,0,0,69415,69416,3229203,29713,0.009201341631356096,1905313,18884,0.009911232432676416,0.187,0.002,0.000
x264,simsmall,16,542103912,644552481,1.19,12870401,102884,0.799,149018197,3416818,29537151,739566165,0,0,530.34,6,0,0,0,68994,68995,3705453,115106,0.03106394818663197,2083435,19309,0.00926786772805487,0.187,0.002,0.000
x264,simmedium,1,558844390,675888251,1.21,13825724,304876,2.205,165196427,3687222,32998372,739449835,0,0,539.49,9,0,0,0,69061,69062,3540239,112599,0.03180547979952766,1962094,17801,0.009072450147648379,0.188,0.002,0.000
x264,simmedium,2,531692522,662937804,1.25,12916318,143505,1.111,160428442,3693744,34409863,806327604,0,0,549.30,11,0,0,0,69977,69978,3844398,229223,0.05962520009634798,2229521,16307,0.007314127115196493,0.187,0.002,0.001
x264,simmedium,3,528458319,645831427,1.22,12757637,161534,1.266,150437983,3606348,31302042,751006445,0,0,546.19,9,0,0,0,69013,69014,3978737,236701,0.059491491898057094,2134815,19994,0.009365682740659027,0.188,0.002,0.000
x264,simmedium,4,497862949,646056560,1.30,14460916,390574,2.701,171005835,3863889,33417456,756807705,0,0,550.35,11,0,0,0,70062,70063,3625678,103455,0.028533973507851498,1775079,24553,0.013832060432239918,0.186,0.001,0.002
x264,simmedium,5,586329138,683205922,1.17,14178374,365274,2.576,165551143,3630049,31284150,706280998,0,0,544.27,3,0,0,0,69032,69033,3369349,49538,0.014702543429012548,2102744,34860,0.01657833763881861,0.188,0.002,0.000
x264,simmedium,6,502039906,630273161,1.26,12792000,255115,1.994,167975122,3940442,35406784,821586343,0,0,545.33,5,0,0,0,70037,70038,3753286,166374,0.04432755723917655,1936575,21299,0.010998283051263184,0.188,0.001,0.002
x264,simmedium,7,638506757,745157410,1.17,15186209,506322,3.334,159065688,3314958,30310765,704749440,0,0,551.64,11,0,0,0,70354,70355,3598876,45965,0.012772043271288036,2117297,52558,0.024823158961638354,0.190,0.002,0.001
x264,simmedium,8,621871804,708653929,1.14,14375007,651206,4.530,155596682,3201589,28691915,698349114,0,0,549.84,12,0,0,0,69717,69718,3461115,51005,0.014736580552798736,2022163,41425,0.020485490042098486,0.191,0.002,0.000
x264,simmedium,9,590254418,701761994,1.19,13893260,100635,0.724,150165467,3560858,31726157,730022215,0,0,540.73,5,0,0,0,68702,68703,3808247,235358,0.06180218877609567,2188829,13739,0.006276872245387831,0.187,0.001,0.002
x264,simmedium,10,558753742,673760340,1.21,12895793,164793,1.278,164008499,3749282,33912838,778245241,0,0,544.98,8,0,0,0,69677,69678,3805301,222164,0.05838276656695489,2237236,17808,0.007959821851606179,0.187,0.002,0.000
x264,simmedium,11,525817993,645886289,1.23,13201547,244827,1.855,171282265,3844183,33533367,771389694,0,0,546.16,8,0,0,0,68991,68992,3582426,176618,0.04930122771552015,2070468,15636,0.00755191579874695,0.188,0.001,0.002
x264,simmedium,12,524351926,628783443,1.20,12860389,181759,1.413,166489838,3855380,34336464,795508764,0,0,549.23,8,0,0,0,70099,70100,3789088,235699,0.06220467827614455,2121009,19806,0.009338008466725035,0.194,0.002,0.000
x264,simmedium,13,499620906,626626842,1.25,11438051,163250,1.427,143601997,2988327,26888884,791069073,0,0,546.82,5,0,0,0,69271,69272,4199267,185587,0.04419509404855657,2380917,34711,0.014578836641512494,0.187,0.002,0.000
x264,simmedium,14,529944653,657403494,1.24,13684481,363657,2.657,157123035,3828442,34571330,782400880,0,0,553.51,12,0,0,0,70083,70084,3770583,160649,0.042605878189128844,2067006,28459,0.013768223217542667,0.187,0.001,0.002
